	zscore	H_statistic	H_pvalue	S4S3_pvalue	S0S2_pvalue	S0S1_pvalue	S3S5_pvalue
Tbxa2r	1.6059410572052002	163.70802298945506	2.9030766313956455e-35	1.1306811159626806e-09	4.336249219581976e-21	1.14338611743363e-27	1.0
Ighv1-77	1.710420846939087	156.67472223349208	9.565369594704984e-34	2.3662737819358734e-23	5.3311691273472555e-27	5.933081853069232e-35	1.0
Gm30948	1.7255271673202515	149.08185179093354	4.157421204933074e-32	2.478772644804681e-29	6.945156529523076e-26	9.178427482351731e-34	1.0
RP23-92D22.3	1.7077714204788208	143.54177454630573	6.512136191982268e-31	6.319845523746618e-28	1.322417755831119e-23	5.2623600006778075e-33	1.0
Sdc1	1.677765965461731	135.15093769741262	4.1963802721173613e-29	1.44200518342005e-14	9.747068852679762e-16	3.1321008169824275e-29	1.0
4833407H14Rik	1.5284229516983032	128.91452458695417	9.268045574623313e-28	0.00010007425759758907	1.7014920226589219e-10	1.5597840856497836e-19	1.0
Ighv1-76	1.7255200147628784	121.85660236811269	3.0729869075832916e-26	6.7909066669562815e-22	1.4755319089342973e-21	1.4651682656955268e-27	1.0
2610307P16Rik	1.6270467042922974	121.02136099891077	4.650092188455098e-26	1.003174418310279e-09	1.1694240860892153e-13	1.3759991481424687e-23	1.0
Ighv1-82	1.7291243076324463	120.47375887048113	6.101027582881809e-26	1.0606853147239015e-24	3.974355280617517e-19	2.520775561429875e-27	1.0
Tlr7	1.7206672430038452	119.45173156294229	1.0127762103687258e-25	1.8926248432464727e-21	1.313246049003064e-19	1.4303971527448617e-27	1.0
Oas2	1.6144921779632568	119.12119601862192	1.19315403462267e-25	3.678849881765225e-09	1.7758838037723207e-17	1.9730694954114523e-21	1.0
Ifi27l2a	1.6768884658813477	115.02925038440658	9.07376080941495e-25	1.2524989568113108e-15	1.8798981574315456e-08	2.212321526713253e-25	1.0
Pgr	1.6659271717071533	114.80356864870771	1.0147855569588534e-24	3.820169696850232e-11	5.125719863286477e-18	1.734373938268512e-22	1.0
Gem	1.5438501834869385	114.49797046509488	1.1807694880115409e-24	0.00010172883921736627	1.4396478727967279e-15	2.498601948870905e-15	1.0
Ifi213	1.6516262292861938	112.89294994130965	2.6162423518121768e-24	5.484483790082361e-10	2.7584864545599255e-15	4.400214155285429e-22	1.0
Ddx4	1.679386019706726	111.3510297369086	5.617813212316159e-24	1.1520159979767726e-15	5.4011473546877056e-24	1.0604844858659423e-20	1.0
Ighv1-74	1.7259360551834106	106.74226224469611	5.512307816309293e-23	7.32934072283392e-19	9.405267798974471e-19	3.578412766868722e-24	1.0
Cd9	-1.5463274717330933	98.83373584222366	2.7685284015994356e-21	1.4381441903989068e-18	3.1837330928146876e-06	5.503566334673645e-07	1.0
Btg2	1.6400673389434814	96.9176642940552	7.14746140277321e-21	1.4274598130076056e-11	2.626254939687983e-07	4.56667266675908e-21	1.0
Kbtbd11	1.5154696702957153	94.32204173908902	2.5823126987648747e-20	0.0006916914977332455	2.1718280722921516e-05	6.414475617519135e-15	1.0
Il18rap	1.6567432880401611	90.21387634722936	1.970692399220527e-19	6.604572157141866e-08	1.0983302791449737e-09	4.493980061511048e-18	1.0
C030034L19Rik	1.5591527223587036	90.17337293480422	2.0105673457850516e-19	4.094399838785999e-09	0.0003435845563808867	1.171500311452666e-17	1.0
Abhd4	1.563857913017273	89.64894043783586	2.6059038902098995e-19	4.2898532969712975e-05	4.709417068641417e-09	2.785623929185465e-15	1.0
Mgat1	1.568803071975708	89.09566841275536	3.425979198437011e-19	1.4320814175531593e-14	1.1027317714866985e-07	3.956608643415108e-20	1.0
Cd33	1.6915241479873657	88.12881361729774	5.526077731760433e-19	7.099036425176736e-08	1.239060932593268e-07	5.950824481131183e-18	1.0
Sema3d	1.6488138437271118	86.04986433651075	1.544494516502604e-18	1.3935547282960513e-10	5.653338730087236e-13	1.3326448098416365e-18	1.0
Ighj4	1.7003929615020752	85.6898599573165	1.8453147275144346e-18	1.6904187858706188e-15	1.7120105860800593e-05	2.0037919544188255e-17	1.0
Ggt5	1.5999698638916016	83.41270189732016	5.6863567445121365e-18	0.00012996229328853884	4.265320492636169e-09	8.109244732392138e-14	1.0
Lck	1.6428829431533813	81.55041335420474	1.4270418013683518e-17	2.211699782907784e-07	6.777251255948012e-10	2.8234296967314774e-16	1.0
Emp1	1.7246955633163452	80.73296963850805	2.1370109633091978e-17	5.132281911706744e-14	3.1029467640690395e-11	5.224155188203061e-19	1.0
Ets1	1.618530035018921	79.14327031698643	4.6858815419513194e-17	7.212293638110186e-05	6.657994183340916e-10	4.2506276087593016e-13	1.0
Plek	1.5241197347640991	78.90722712382686	5.265197331470147e-17	1.3864955306089107e-09	0.00047048637923275706	6.126140378633934e-16	1.0
C230085N15Rik	1.6146875619888306	77.78999173754943	9.141108883495966e-17	2.737274182167327e-05	0.00019724556188352227	3.3302096166639226e-14	1.0
Il17ra	1.5445317029953003	74.47055134548455	4.705179388102799e-16	3.9505290003221943e-13	2.2610917653724137e-10	1.7945234143168418e-05	1.0
Slc16a11	1.6027209758758545	74.25496873691029	5.233305823126907e-16	3.958300913827245e-08	1.2072528909454475e-10	1.4684601052131946e-15	1.0
Sstr2	1.7150416374206543	74.09110235910477	5.674034283798261e-16	2.2380539977518584e-12	1.5111108095338336e-12	6.945884423863798e-17	1.0
Pag1	1.628555178642273	73.80887750723757	6.521824814640446e-16	1.4498013498056857e-06	1.4498013498056857e-06	6.788788109616758e-15	1.0
Ppcdc	1.6122697591781616	72.45869838742712	1.2695597755610756e-15	9.015492469206456e-06	9.503159571635677e-07	4.62210977201017e-14	1.0
Gm19331	1.7286996841430664	71.62653711316128	1.913873760751328e-15	1.2936782714341045e-13	1.933546710326579e-13	6.596283710877269e-16	1.0
Rhoh	1.6052995920181274	69.26816429596211	6.12287570914902e-15	1.4928584954755197e-06	3.1057001804361494e-13	6.627419395454917e-12	1.0
LOC102639543	1.68008291721344	69.1198996205235	6.587161606996258e-15	1.5004106529938008e-10	7.758042357678434e-11	8.722335517788565e-16	1.0
C130089K02Rik	1.6440578699111938	68.72649838805663	7.996857570655453e-15	0.00016061107394587553	1.708734924432246e-05	1.8657693318984618e-12	1.0
Muc13	-1.6907018423080444	67.27652780137309	1.6340926848237443e-14	5.418199968071892e-11	2.6476282828381477e-12	6.481558702640742e-15	1.0
Dusp6	1.616417407989502	65.02106730586962	4.964246625420705e-14	0.0005746885674741569	8.191809193032385e-08	6.879993933020968e-11	1.0
Trp53inp1	1.610595941543579	64.56396702891848	6.217627538316544e-14	0.002250612470051282	1.0762564744292552e-09	7.361421182987943e-09	1.0
Ssh2	1.6900423765182495	56.55652924151768	3.1957447595103352e-12	4.322449086393324e-07	5.8231467056147855e-06	9.92526014250484e-13	1.0
Ifi208	1.5514379739761353	53.921352979478044	1.1662420206424325e-11	6.018097262519318e-05	3.7451803401688895e-08	3.474419331219228e-10	1.0
Dach1	-1.6210170984268188	53.90329963953991	1.176626869245574e-11	4.0570932883227725e-05	5.065828852186997e-06	5.6772806573021336e-11	1.0
Ifi27	1.5615850687026978	52.71973832822921	2.103760159251876e-11	1.1182339566437908e-09	1.6171720852437394e-10	7.0974164351135384e-06	1.0
Camk1d	1.6408696174621582	51.11148486437136	4.631716866334969e-11	2.1829263714410976e-05	2.3189949304849552e-09	1.3283345185956986e-09	1.0
Stk10	1.6805521249771118	49.18944305317611	1.1887717246726058e-10	5.359987163724909e-08	4.591716246881583e-05	1.819431020978007e-11	1.0
Gm15448	1.7170372009277344	47.159981651014874	3.213656425143914e-10	4.075978893422081e-08	1.234487461248191e-07	3.7859292576834747e-11	1.0
Slc18a1	1.7273236513137817	46.96317658057529	3.538859931299272e-10	1.079009776681107e-09	5.026931465002251e-07	4.845514134189019e-11	1.0
N4bp3	1.617201805114746	45.06651381279938	8.956382616138934e-10	0.0020944220809291426	1.4837889055386042e-05	3.5427945107006443e-08	1.0
Ighv1-69	1.7222594022750854	44.05045954028459	1.472389994998865e-09	2.9018626601187888e-08	7.365505971412724e-08	2.5917179785252064e-10	1.0
5830405F06Rik	1.7212601900100708	41.378943576665684	5.434322718553745e-09	4.55371457729551e-08	1.8124139640441928e-07	1.07271344106329e-09	1.0
Lgmn	1.6466447114944458	41.05783273450061	6.357095429340396e-09	0.006485766756848016	2.7322249440402673e-05	4.0895395472818847e-07	1.0
Frmd4a	-1.5100294351577759	40.89634722783918	6.878727494043809e-09	0.000688492972316421	3.377923130264942e-07	2.1105562259917217e-07	1.0
Ighv1-58	1.6798723936080933	40.19121499340729	9.70560795674993e-09	1.2137749382584345e-06	1.54609946368313e-07	4.604441904177723e-09	1.0
Gpr18	1.6691681146621704	39.822629505308235	1.1618570264458833e-08	1.9594977061133995e-05	0.0006686463272824088	4.273715362130486e-09	1.0
Arpp21	1.7292536497116089	39.163190243994435	1.6028511248177878e-08	3.46634654235253e-07	7.231108117784129e-09	1.1022047467686559e-07	1.0
Tfpi	-1.507145881652832	38.58212649990493	2.128036118509707e-08	0.00011317126353940211	6.40603221136925e-08	2.653256173310881e-07	1.0
Gorasp1	-1.560862421989441	38.54011124326858	2.1720874353244502e-08	0.0003184971508850728	2.7483060824970577e-05	3.810907509217845e-08	1.0
Ier3	1.6242495775222778	37.91376842535819	2.9478195838803027e-08	0.003343101228510262	0.0010959993587672926	2.434489650160211e-07	1.0
Twsg1	-1.5043076276779175	37.8471250125473	3.045152417528588e-08	0.008659700328617887	0.0013828970325494405	6.316688676509676e-07	1.0
Sqstm1	1.560858964920044	37.79508063110039	3.123389830347054e-08	0.00026491424024727703	6.975360180379654e-09	0.0003264655293506025	1.0
Ndel1	-1.5870341062545776	36.919326932930225	4.785814000394169e-08	0.0006106848359450803	8.439720332757913e-06	1.750208012593488e-07	1.0
Ighd	1.7066680192947388	36.57511594338266	5.659379777655993e-08	2.587654074615278e-05	0.00022173728015445514	1.3594477027176161e-08	1.0
Cdk17	-1.6253645420074463	35.9488503184199	7.677182140519698e-08	1.7111706492861603e-06	0.007136372116669607	6.910629127182539e-08	1.0
Stk17b	1.7097433805465698	35.78586968976876	8.31106770580012e-08	1.4188017758995055e-05	1.4188017758995055e-05	1.831858501800091e-08	1.0
Arrdc4	-1.6269086599349976	35.4864637197015	9.614844141335206e-08	3.811818225356921e-08	0.001362287332214297	7.25710159972643e-05	1.0
AI467606	1.6077380180358887	35.24867071158845	1.0794304121268897e-07	0.003309721097456951	5.606278389919529e-06	4.171396862373081e-06	1.0
Cd7	1.6966989040374756	35.04312687814065	1.192956839684596e-07	4.821722572732443e-06	1.0108883076318728e-06	5.5040658647477543e-08	1.0
Mctp2	1.6723434925079346	34.70761915883447	1.4044325493898754e-07	0.0003031957587963147	0.0008883135009888351	8.075561467313256e-08	1.0
Fcrl1	1.7064058780670166	33.730266170821984	2.2587183669218308e-07	0.0002063885334149122	2.3837160933034998e-05	1.8848961549188338e-07	1.0
Ppt1	1.5706275701522827	32.96576537315187	3.27467136665581e-07	0.0008107447962292379	0.004061689377773166	3.1232961974950095e-07	1.0
Stard4	-1.703515887260437	32.84703662007812	3.469042521096455e-07	9.749601018162587e-06	1.1147523922097143e-05	7.059733532191808e-08	1.0
Pirb	1.6637849807739258	32.71365824164536	3.701164232816759e-07	0.00018787290359795726	0.00013670088035431865	1.7790222443316084e-07	1.0
Gaa	-1.709227204322815	32.610108588252295	3.8920119416839995e-07	1.931041892938197e-07	6.6974543485959375e-06	1.7849181952359502e-07	1.0
Gsn	1.6659260988235474	31.86753647944363	5.580903478133488e-07	2.043772322695562e-06	3.743532262856686e-07	4.5349158498405016e-05	1.0
Fbxo32	1.5498281717300415	31.403503107232105	6.989842189793438e-07	0.008047299684660615	0.0005551052961805594	4.597944877823643e-06	1.0
Card11	1.689619779586792	31.002623611740717	8.489675024963282e-07	4.23797909789094e-05	1.2706104420317304e-06	1.2519914166128133e-06	1.0
Mtap	-1.5812788009643555	30.86504173587369	9.07523548616793e-07	0.0032901782314676995	0.0006473352213343921	2.3268235424530093e-06	1.0
6330408A02Rik	-1.6676037311553955	30.85568754781613	9.116480743949997e-07	0.006664597520409306	0.0002799262870913854	6.077650047862688e-06	1.0
Cpt1a	-1.5798949003219604	30.41070624139908	1.1310648413802842e-06	0.0013423265879443417	4.751129627980291e-05	2.2770026655557788e-06	1.0
Cmah	1.7268404960632324	30.31068476125799	1.1872291176011798e-06	2.9556116727060593e-05	1.8144590544067474e-06	1.304867544926428e-06	1.0
Pla2g4a	-1.7232730388641357	29.718540995585276	1.5815874118657202e-06	1.6611982023926956e-06	9.586359706638673e-06	6.020245844105301e-07	1.0
Pafah1b2	-1.6203490495681763	29.715635693469988	1.5838139020572099e-06	0.0003823517665248969	9.039025598678433e-05	9.940269155195095e-07	1.0
Itga6	-1.6934412717819214	29.54557254454232	1.7197417539458052e-06	8.415395469056471e-07	9.951333109326516e-06	4.362693904653773e-05	1.0
Crispld2	1.6941308975219727	29.21474111891627	2.018406967563003e-06	9.867699496099855e-05	9.867699496099855e-05	6.022151255569734e-07	1.0
Frmd6	1.6575651168823242	27.910144813484028	3.793231181374215e-06	0.004127261326120077	0.0003557742508769913	9.788736238047466e-06	1.0
E430014B02Rik	1.6870605945587158	26.832831967789936	6.382079938881004e-06	0.0008429711006314189	0.002113912887488738	2.4453626753849444e-06	1.0
Zfp930	-1.541839838027954	26.766677552863754	6.589122579231362e-06	0.0009081030457408265	0.0009081030457408265	3.2165862215152647e-06	1.0
Btbd3	1.5980671644210815	25.26827892481603	1.3569304663057211e-05	0.009176308506119306	0.0013020425057647775	3.5386900198318255e-05	1.0
Ccr9	1.7262028455734253	24.79553413749582	1.7037492221290467e-05	7.363262642680503e-05	2.7933389729542816e-05	1.0566287326715418e-05	1.0
Gm43819	1.6800774335861206	24.518144372312275	1.9470389777791686e-05	0.0033964263614073334	0.006078534612607523	1.1347453955100676e-05	1.0
Sugp2	-1.7305394411087036	24.404792811211994	2.0561557964584148e-05	7.338240886510585e-06	0.0002836767570275133	7.338240886510585e-06	1.0
Hbp1	1.5622717142105103	23.902069507599887	2.6183983905487025e-05	0.0063419800525790744	3.932242485532061e-05	0.00017672944744931044	1.0
Tmem201	-1.6107447147369385	23.63961412543763	2.9703637524090102e-05	0.0019582972278639585	0.006531135975793748	1.254276710122277e-05	1.0
Zfp658	1.7287224531173706	23.043810488279902	3.9542740041013646e-05	1.8934738503231006e-05	5.857714980340069e-05	5.857714980340069e-05	1.0
Atp6v1a	-1.5249803066253662	17.68261035894827	0.0005113699078392286	0.004132886274805612	0.00018938357917391415	0.002175934461148697	1.0
Inpp5k	1.7210097312927246	16.382443471636932	0.0009465645810262477	0.007613134357367514	0.007613134357367514	0.00046041933518822787	1.0
Nlrc3	1.719273567199707	15.706267565649881	0.0013025598984100556	0.0010963843097835824	0.0010173904174557177	0.0010173904174557177	1.0
Itgb7	1.711143136024475	13.95403214468957	0.0029683952998788943	0.0022980532218193133	0.002499181321936227	0.001826746252242667	1.0
Fut10	-1.578262209892273	12.611683674124878	0.00555624543167236	0.004031523726531572	0.004031523726531572	0.003711563784030305	1.0
